APP_NAM,APP_CATALOG2,APP_CATALOG1,APP_RULE,VER,cmi_app_id
乐视视频,在线视频,视频,dynamic.meizi.app.m.letv.com/android/dynamic.php,1,1996
乐视视频,在线视频,视频,dynamic.meizi.app.m.letv.com/android/dynamic.php,1,1997
乐视视频,在线视频,视频,dynamic.meizi.app.m.letv.com/android/dynamic.php,1,1998
乐视视频,在线视频,视频,dynamic.meizi.app.m.letv.com/android/dynamic.php,1,1999
乐视视频,在线视频,视频,dynamic.meizi.app.m.letv.com/android/dynamic.php,1,2000
乐视视频,在线视频,视频,dynamic.meizi.app.m.letv.com/android/dynamic.php,1,2001
乐视视频,在线视频,视频,dynamic.meizi.app.m.letv.com/android/dynamic.php,1,2002
乐视视频,在线视频,视频,dynamic.meizi.app.m.letv.com/android/dynamic.php,1,2003
乐视视频,在线视频,视频,dynamic.meizi.app.m.letv.com/android/dynamic.php,1,2004
乐视视频,在线视频,视频,dynamic.meizi.app.m.letv.com/android/dynamic.php,1,2005
乐视视频,在线视频,视频,dynamic.meizi.app.m.letv.com/android/dynamic.php,1,2006
乐视视频,在线视频,视频,dynamic.meizi.app.m.letv.com/android/dynamic.php,1,2007
乐视视频,在线视频,视频,dynamic.meizi.app.m.letv.com/android/dynamic.php,1,2008
乐视视频,在线视频,视频,e.so.letv.com/data,1,2009
乐视视频,在线视频,视频,m.letv.com/search,1,2010
搜狐视频,在线视频,视频,api.tv.sohu.com,1,2011
搜狐视频,在线视频,视频,m.tv.sohu.com,1,2012
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2013
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2014
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2015
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2016
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2017
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2018
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2019
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2020
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2021
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2022
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2023
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2024
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2025
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2026
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2027
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2028
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2029
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2030
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2031
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2032
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2033
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2034
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2035
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2036
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2037
搜狐视频,在线视频,视频,live.m.tv.sohu.com/api/live/v1/sport/schedule.json,1,2038
搜狐视频,在线视频,视频,live.m.tv.sohu.com/api/live/v1/sport/schedule.json,1,2039
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2040
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2041
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2042
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2043
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2044
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2045
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2046
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2047
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2048
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2049
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2050
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/channel/sub.json,1,2051
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/personal/tv/individuation.json,1,2052
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/personal/tv/topic,1,2053
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/mobile/channelPageData/list.json,1,2054
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/mobile/channelPageData/list.json,1,2055
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/mobile/channelPageData/list.json,1,2056
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/mobile/channelPageData/list.json,1,2057
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/mobile/channelPageData/list.json,1,2058
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/mobile/channelPageData/list.json,1,2059
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/mobile/channelPageData/list.json,1,2060
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/mobile/channelPageData/list.json,1,2061
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/mobile/channelPageData/list.json,1,2062
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/mobile/channelPageData/list.json,1,2063
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/mobile/searcher/hotList.json,1,2064
搜狐视频,在线视频,视频,api.tv.sohu.com/v4/search/all.json,1,2065
土豆视频,在线视频,视频,api.3g.tudou.com,1,2066
土豆视频,在线视频,视频,api.3g.tudou.com/v4/channel,1,2067
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2068
土豆视频,在线视频,视频,api.3g.tudou.com/pianku/videos,1,2069
土豆视频,在线视频,视频,api.3g.tudou.com/pianku/videos,1,2070
土豆视频,在线视频,视频,api.3g.tudou.com/pianku/videos,1,2071
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2072
土豆视频,在线视频,视频,api.3g.tudou.com/pianku/videos,1,2073
土豆视频,在线视频,视频,api.3g.tudou.com/pianku/videos,1,2074
土豆视频,在线视频,视频,api.3g.tudou.com/pianku/videos,1,2075
土豆视频,在线视频,视频,api.3g.tudou.com/pianku/videos,1,2076
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2077
土豆视频,在线视频,视频,api.3g.tudou.com/pianku/videos,1,2078
土豆视频,在线视频,视频,api.3g.tudou.com/pianku/videos,1,2079
土豆视频,在线视频,视频,api.3g.tudou.com/pianku/videos,1,2080
土豆视频,在线视频,视频,api.3g.tudou.com/pianku/videos,1,2081
土豆视频,在线视频,视频,api.3g.tudou.com/pianku/videos,1,2082
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2083
土豆视频,在线视频,视频,api.3g.tudou.com/pianku/videos,1,2084
土豆视频,在线视频,视频,api.3g.tudou.com/pianku/videos,1,2085
土豆视频,在线视频,视频,api.3g.tudou.com/pianku/videos,1,2086
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2087
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2088
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2089
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2090
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2091
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2092
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2093
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2094
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2095
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2096
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2097
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2098
土豆视频,在线视频,视频,api.3g.tudou.com/v3_3/channel/videos/feature,1,2099
土豆视频,在线视频,视频,search.api.3g.tudou.com/v4/search/hot,1,2100
土豆视频,在线视频,视频,search.api.3g.tudou.com/v3_7/search/ugc,1,2101
淘宝,商城,购物,adash.m.taobao.com,1,2102
淘宝,商城,购物,allot.wangxin.taobao.com,1,2103
淘宝,商城,购物,api.m.taobao.com,1,2104
淘宝,商城,购物,api.s.m.taobao.com,1,2105
淘宝,商城,购物,apoll.m.taobao.com,1,2106
淘宝,商城,购物,aqcenter.taobao.com,1,2107
淘宝,商城,购物,err.taobao.com,1,2108
淘宝,商城,购物,gw.api.taobao.com,1,2109
淘宝,商城,购物,h5.m.taobao.com,1,2110
淘宝,商城,购物,hotpatch.wangxin.taobao.com,1,2111
淘宝,商城,购物,httpdns.danuoyi.tbcache.com,1,2112
淘宝,商城,购物,hws.m.taobao.com,1,2113
淘宝,商城,购物,imcloud.taobao.org,1,2114
淘宝,商城,购物,img01.taobaocdn.com,1,2115
淘宝,商城,购物,img02.taobaocdn.com,1,2116
淘宝,商城,购物,img03.taobaocdn.com,1,2117
淘宝,商城,购物,img04.taobaocdn.com,1,2118
淘宝,商城,购物,im.m.taobao.com,1,2119
淘宝,商城,购物,login.m.taobao.com,1,2120
淘宝,商城,购物,m.taobao.com,1,2121
淘宝,商城,购物,op.wangxin.taobao.com,1,2122
淘宝,商城,购物,rj.m.taobao.com,1,2123
淘宝,商城,购物,sdkinit.taobao.com,1,2124
淘宝,商城,购物,simba.m.taobao.com,1,2125
淘宝,商城,购物,strip.taobaocdn.com,1,2126
淘宝,商城,购物,suggest.m.taobao.com,1,2127
淘宝,商城,购物,suggest.taobao.com,1,2128
淘宝,商城,购物,wb.110.taobao.com,1,2129
淘宝,商城,购物,w.m.taobao.com,1,2130
淘宝,商城,购物,wwc.taobaocdn.com,1,2131
淘宝,商城,购物,.taobao.com,1,2132
淘宝,商城,购物,wxapi.taobao.com,1,2133
淘宝,商城,购物,s.m.taobao.com,1,2134
京东,商城,购物,gw.m.360buy.com,1,2135
京东,商城,购物,jpns.m.360buy.com,1,2136
京东,商城,购物,storage.jd.com,1,2137
京东,商城,购物,ts3.cn.mm.bing.net,1,2138
京东,商城,购物,cart.m.jd.com,1,2139
京东,商城,购物,chat10.jd.com,1,2140
京东,商城,购物,chat8.jd.com,1,2141
京东,商城,购物,chat.jd.com,1,2142
京东,商城,购物,club.jd.com,1,2143
京东,商城,购物,hermes.jd.com,1,2144
京东,商城,购物,img10.360buyimg.com,1,2145
京东,商城,购物,img11.360buyimg.com,1,2146
京东,商城,购物,img12.360buyimg.com,1,2147
京东,商城,购物,img13.360buyimg.com,1,2148
京东,商城,购物,img14.360buyimg.com,1,2149
京东,商城,购物,img30.360buyimg.com,1,2150
京东,商城,购物,m.jd.com,1,2151
京东,商城,购物,mk.jccjd.com,1,2152
京东,商城,购物,search.m.jd.com,1,2153
京东,商城,购物,stat.m.jd.com,1,2154
京东,商城,购物,ware.m.jd.com,1,2155
京东,商城,购物,x.jd.com,1,2156
美团团购,团购·优惠券,购物,api.waimai.meituan.com,1,2157
美团团购,团购·优惠券,购物,i.meituan.com,1,2158
美团团购,团购·优惠券,购物,open.meituan.com,1,2159
美团团购,团购·优惠券,购物,p0.meituan.net,1,2160
美团团购,团购·优惠券,购物,p1.meituan.net,1,2161
美团团购,团购·优惠券,购物,waimaieapi.meituan.com,1,2162
美团团购,团购·优惠券,购物,www.meituan.com,1,2163
美团团购,团购·优惠券,购物,xiuxiu.mobile.meitudata.com,1,2164
美团团购,团购·优惠券,购物,xiuxiu.sj.meitudata.com,1,2165
拍拍,导购,购物,.paipai.com,1,2166
美团团购,团购·优惠券,购物,api.mobile.meituan.com,1,2167
美团团购,团购·优惠券,购物,api.mobile.meituan.com/group/v3/deal/select/city/,1,2168
美团团购,团购·优惠券,购物,api.mobile.meituan.com/group/v1/poi/,1,2169
美团团购,团购·优惠券,购物,api.mobile.meituan.com/group/v1/deal/list/id/,1,2170
美团团购,团购·优惠券,购物,api.mobile.meituan.com/group/v1/poi/select/cate/,1,2171
腾讯新闻,新闻·资讯,新闻阅读,inews.qq.com,1,1596
百度地图,地图·导航,交通导航,lbsonline.pushct.baidu.com,1,1597
豌豆荚,搜索·下载,系统工具,wandoujia.com,1,1598
易迅网,商城,购物,p.store.qq.com,1,1599
搜狗手机输入法,输入法,系统工具,shouji.sogou.com,1,1600
新浪微博,微博,聊天社交,sdkapp.mobile.sina.cn,1,1601
腾讯新闻,新闻·资讯,新闻阅读,news.l.qq.com,1,1602
来疯,电视·直播,视频,laifeng.com,1,1603
大赢家体育,新闻·资讯,新闻阅读,310v.com,1,1604
小米应用商城,搜索·下载,系统工具,market.xiaomi.com,1,1605
腾讯地图,地图·导航,交通导航,map.qq.com,1,1606
笔趣阁,电子书,新闻阅读,biquge.la,1,1607
掌阅iReader,电子书,新闻阅读,zhangyue.com,1,1608
安卓市场,搜索·下载,系统工具,md.a.18res.com,1,1609
糗事百科,漫画,新闻阅读,qiushibaike.com,1,1610
腾讯游戏,搜索·下载,系统工具,gamecenter.qq.com,1,1611
糖果传奇,益智,休闲时间,candycrush.qq.com,1,1612
QQ空间,交友,聊天社交,qzone.com,1,1613
应用宝,搜索·下载,系统工具,myapp.com,1,1614
九游,搜索·下载,系统工具,9game.cn,1,1615
顺丰快递,快递,生活服务,sf-express.com,1,1616
沃应用商店,搜索·下载,系统工具,wostore.cn,1,1617
广东移动10086,搜索·下载,系统工具,gd.10086.cn,1,1618
腾讯视频,在线视频,视频,video.qq.com,1,1619
搜狐汇算,理财工具,金融理财,hui.sohu.com,1,1620
酷FM收音机,视频播放器,视频,fmlive.shuoba.org,1,1621
有缘网,交友,聊天社交,youyuan.com,1,1622
腾讯微博,微博,聊天社交,t1.qlogo.cn,1,1623
腾讯微博,微博,聊天社交,t2.qlogo.cn,1,1624
腾讯微博,微博,聊天社交,t3.qlogo.cn,1,1625
腾讯微博,微博,聊天社交,.t.qq.com,1,1626
知乎,新闻·资讯,新闻阅读,zhihu.com,1,1627
百度移动,搜索·下载,系统工具,mo.baidu.com,1,1628
百度网盟,,,eclick.baidu.com,1,1629
百度网盟,,,fclick.baidu.com,1,1630
百度知道,百科·问答,搜索,zhidao.baidu.com,1,1631
百度百科,新闻·资讯,新闻阅读,baike.baidu.com,1,1632
百度安全中心,安全,系统工具,passport.baidu.com,1,1633
百度地图,地图·导航,交通导航,imap.baidu.com,1,1634
百度,搜索·下载,系统工具,suggestion.baidu.com,1,1635
百度音乐,在线音乐,音乐,ting.baidu.com,1,1636
百度音乐,在线音乐,音乐,music.baidu.com,1,1637
百度百科,新闻·资讯,新闻阅读,wapbaike.baidu.com,1,1638
百度文库,电子书,新闻阅读,wk.baidu.com,1,1639
百度文库,电子书,新闻阅读,wenku.baidu.com,1,1640
百度应用市场,搜索·下载,系统工具,gdown.baidu.com,1,1641
百度图片,图片分享,图像,t0.baidu.com,1,1642
百度图片,图片分享,图像,t1.baidu.com,1,1643
百度图片,图片分享,图像,t2.baidu.com,1,1644
百度图片,图片分享,图像,t3.baidu.com,1,1645
百度图片,图片分享,图像,t4.baidu.com,1,1646
百度图片,图片分享,图像,t5.baidu.com,1,1647
百度图片,图片分享,图像,t6.baidu.com,1,1648
百度图片,图片分享,图像,t7.baidu.com,1,1649
百度图片,图片分享,图像,t8.baidu.com,1,1650
百度图片,图片分享,图像,t9.baidu.com,1,1651
百度图片,图片分享,图像,t10.baidu.com,1,1652
百度图片,图片分享,图像,t11.baidu.com,1,1653
百度图片,图片分享,图像,image.baidu.com,1,1654
百度,搜索·下载,系统工具,m5.baidu.com,1,1655
百度开放云平台,存储·云盘,系统工具,bs.baidu.com,1,1656
百度云,存储·云盘,效率办公,yun.baidu.com,1,1657
百度导航HD,地图·导航,交通导航,navi.baidu.com,1,1658
百度WIFI,Wi-Fi,系统工具,freewifi.baidu.com,1,1659
作业帮,社区,聊天社交,zuoye.baidu.com,1,1660
百度音乐,在线音乐,音乐,musicdata.baidu.com,1,1661
百度云OS,root,系统工具,os.baidu.com,1,1662
百度相册,相册·图库,图像,xiangce.baidu.com,1,1663
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/micromsg-bin/clickcommand,1,1664
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/micromsg-bin/getcontact,1,1665
微信,聊天,聊天社交,weixin.qq.com/mp/getmasssendmsg,1,1666
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/micromsg-bin/mmsnstimeLINE（连我）,1,1667
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/micromsg-bin/lbsfind,1,1668
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/mmbiz-bin/lbslife/lbslifegetnearbyrecommendpoi,1,1669
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/micromsg-bin/mmsnspost,1,1670
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/micromsg-bin/mmsnscomment,1,1671
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/mmgame-bin/getgameindex,1,1672
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/micromsg-bin/getpayfunctionlist,1,1673
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/micromsg-bin/getbottlecount,1,1674
微信,聊天,聊天社交,weixin.qq.com/s,1,1675
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/micromsg-bin/mmsnsuserpage,1,1676
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/micromsg-bin/shakereport,1,1677
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/micromsg-bin/shakemusic,1,1678
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/micromsg-bin/mmsnsobjectop,1,1679
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/micromsg-bin/mmsnsupload,1,1680
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/micromsg-bin/mmsearchhomepage,1,1681
微信,聊天,聊天社交,weixin.qq.com/cgi-bin/mmbiz-bin/bizsearch/homepage,1,1682
微信,聊天,聊天社交,bases.wangou.com/mcoss/wxmall/home,1,1683
新浪微博,社区,聊天社交,api.weibo.cn/groups/timeLINE（连我）,1,1684
新浪微博,社区,聊天社交,api.weibo.cn/groups/allgroup,1,1685
新浪微博,社区,聊天社交,api.weibo.cn/statuses/user_timeLINE（连我）,1,1686
新浪微博,社区,聊天社交,api.weibo.cn/like/set_like,1,1687
新浪微博,社区,聊天社交,api.weibo.cn/comments/create,1,1688
新浪微博,社区,聊天社交,api.weibo.cn/comments/show,1,1689
新浪微博,社区,聊天社交,api.weibo.cn/statuses/repost,1,1690
新浪微博,社区,聊天社交,api.weibo.cn/favorites/create,1,1691
QQ音乐,交友,聊天社交,y.qq.com/m/musicbox/index.html,1,1692
UC浏览器,浏览器,系统工具,vs2.gzct.u3.ucweb.com,1,1693
QQ邮箱,办公软件,效率办公,i.mail.qq.com/cgi-bin/readmail,1,1694
QQ邮箱,办公软件,效率办公,i.mail.qq.com/cgi-bin/compose_send,1,1695
QQ邮箱,办公软件,效率办公,i.mail.qq.com/cgi-bin/note_edit,1,1696
QQ音乐,在线音乐,音乐,proxy.music.qq.com/3gmusic/fcgi-bin/3g_search_tab,1,1697
QQ音乐,在线音乐,音乐,proxy.music.qq.com/3gmusic/fcgi-bin/song_query,1,1698
支付宝钱包,支付,金融理财,d.alipay.com/movie/bannerNew.htm,1,1699
支付宝钱包,支付,金融理财,d.alipay.com/lotteryApp/lotterypromo84.htm,1,1700
支付宝钱包,支付,金融理财,caipiao.m.taobao.com/lottery/html5/GetUnitedRedsAjax.do,1,1701
支付宝钱包,支付,金融理财,d.alipay.com/campuscard/adtxt.htm,1,1702
支付宝钱包,支付,金融理财,trip.taobao.com/market/trip/h5_offline_service.php,1,1703
支付宝钱包,支付,金融理财,mobilegw.alipay.com/mgw.htm,1,1704
支付宝钱包,支付,金融理财,love.alipay.com/donate/myDonateList.htm,1,1705
百度贴吧极速版,交友,聊天社交,c.tieba.baidu.com/c/p/img,1,1706
百度贴吧极速版,交友,聊天社交,c.tieba.baidu.com/c/s/searchpost,1,1707
网易新闻,新闻·资讯,新闻阅读,c.m.163.com/nc/article/headLINE（连我）,1,1708
知乎,新闻·资讯,新闻阅读,api.zhihu.com,1,1709
知乎,新闻·资讯,新闻阅读,api.zhihu.com/feeds,1,1710
知乎,新闻·资讯,新闻阅读,api.zhihu.com/hot/editor/recommend,1,1711
知乎,新闻·资讯,新闻阅读,api.zhihu.com/explore/collections,1,1712
知乎,新闻·资讯,新闻阅读,api.zhihu.com/questions/random_question,1,1713
知乎,新闻·资讯,新闻阅读,api.zhihu.com/questions/random_question,1,1714
知乎,新闻·资讯,新闻阅读,api.zhihu.com/people,1,1715
知乎,新闻·资讯,新闻阅读,api.zhihu.com/drafts,1,1716
知乎,新闻·资讯,新闻阅读,api.zhihu.com/inbox,1,1717
知乎,新闻·资讯,新闻阅读,api.zhihu.com/notifications,1,1718
知乎,新闻·资讯,新闻阅读,api.zhihu.com/likes,1,1719
知乎,新闻·资讯,新闻阅读,api.zhihu.com/search,1,1720
知乎,新闻·资讯,新闻阅读,api.zhihu.com/search,1,1721
知乎,新闻·资讯,新闻阅读,api.zhihu.com/questions,1,1722
知乎,新闻·资讯,新闻阅读,api.zhihu.com/answers,1,1723
知乎,新闻·资讯,新闻阅读,api.zhihu.com/topics,1,1724
腾讯新闻,新闻·资讯,新闻阅读,news.l.qq.com/app,1,1725
腾讯新闻,新闻·资讯,新闻阅读,r.inews.qq.com/search,1,1726
360影视,在线视频,视频,android.api.360kan.com,1,1727
51TV,在线视频,视频,w.51tv.com,1,1728
56视频,在线视频,视频,.56.com,1,1729
56视频,在线视频,视频,.56img.com,1,1730
56视频,在线视频,视频,api.m.56.com,1,1731
56视频,在线视频,视频,gps.uc56.com,1,1732
56视频,在线视频,视频,stat5.stat.v-56.com,1,1733
56视频,在线视频,视频,.v-56.com,1,1734
懒人听书,听书,新闻阅读,yytingting.com,1,1735
PPTV聚力,在线视频,视频,.pplive.cn,1,1736
PPTV聚力,在线视频,视频,.pplive.com,1,1737
PPTV聚力,在线视频,视频,sdk.data.pplive.com,1,1738
爱奇艺PPS影音,在线视频,视频,.appsimg.com,1,1739
爱奇艺PPS影音,在线视频,视频,list1.ppstream.net,1,1740
爱奇艺PPS影音,在线视频,视频,list1.pps.tv,1,1741
爱奇艺PPS影音,在线视频,视频,.ppsimg.com,1,1742
爱奇艺PPS影音,在线视频,视频,.ppstream.com,1,1743
爱奇艺PPS影音,在线视频,视频,.ppstream.net,1,1744
爱奇艺PPS影音,在线视频,视频,.pps.tv,1,1745
爱奇艺PPS影音,在线视频,视频,list1.ppstream.com,1,1746
爱奇艺PPS影音,在线视频,视频,list3.ppstream.com,1,1747
爱奇艺PPS影音,在线视频,视频,listso.m.areainfo.ppstream.com,1,1748
爱奇艺PPS影音,在线视频,视频,stat.ppstream.com,1,1749
爱奇艺PPS影音,在线视频,视频,update.ppstream.com,1,1750
PPTV聚力,在线视频,视频,billing.uc.pptv.com,1,1751
PPTV聚力,在线视频,视频,cldctrl.mobile.pptv.com,1,1752
PPTV聚力,在线视频,视频,mtbu.api.pptv.com,1,1753
PPTV聚力,在线视频,视频,.pptv.com,1,1754
PPTV聚力,在线视频,视频,way.pptv.com,1,1755
爱奇艺视频,在线视频,视频,app.qiyi.com,1,1756
爱奇艺视频,在线视频,视频,cdata.video.qiyi.com,1,1757
爱奇艺视频,在线视频,视频,cloudpush.iqiyi.com,1,1758
爱奇艺视频,在线视频,视频,c.uaa.iqiyi.com,1,1759
爱奇艺视频,在线视频,视频,iface2.iqiyi.com,1,1760
爱奇艺视频,在线视频,视频,iface.iqiyi.com,1,1761
爱奇艺视频,在线视频,视频,ifacelog.iqiyi.com,1,1762
爱奇艺视频,在线视频,视频,.iqiyi.com,1,1763
爱奇艺视频,在线视频,视频,mbdlog.iqiyi.com,1,1764
爱奇艺视频,在线视频,视频,msg.iqiyi.com,1,1765
爱奇艺视频,在线视频,视频,pdata.video.qiyi.com,1,1766
爱奇艺视频,在线视频,视频,policy.video.iqiyi.com,1,1767
百度视频,在线视频,视频,ikan.baidu.com,1,1768
暴风影音,在线视频,视频,.baofeng.com,1,1769
风行视频,在线视频,视频,.funshion.com,1,1770
和视界,在线视频,视频,.cmvideo.cn,1,1771
酷六,在线视频,视频,.ku6.cn,1,1772
快播,视频播放器,视频,mobile.kuaibo.com,1,1773
快手,短视频,视频,.yximgs.com,1,1774
乐视视频,在线视频,视频,.letvimg.com,1,1775
乐视视频,在线视频,视频,tracker.p2p.letv.com,1,1776
乐视视频,在线视频,视频,api.letv.com,1,1777
乐视视频,在线视频,视频,ark.letv.com,1,1778
乐视视频,在线视频,视频,dc.letv.com,1,1779
乐视视频,在线视频,视频,dynamic.live.app.m.letv.com,1,1780
乐视视频,在线视频,视频,i0.letvimg.com,1,1781
乐视视频,在线视频,视频,i3.letvimg.com,1,1782
乐视视频,在线视频,视频,.letvcdn.com,1,1783
乐视视频,在线视频,视频,.letv.cn,1,1784
乐视视频,在线视频,视频,.letv.com,1,1785
乐视视频,在线视频,视频,.letvimg.com,1,1786
乐视视频,在线视频,视频,msg.m.letv.com,1,1787
手机电影网,在线视频,视频,.m1905.cn,1,1788
搜狐视频,在线视频,视频,hd.sohu.com.cn,1,1789
搜狐视频,在线视频,视频,tv.sohu.com,1,1790
腾讯视频,在线视频,视频,aid.video.qq.com,1,1791
腾讯视频,在线视频,视频,cm.v.qq.com,1,1792
腾讯视频,在线视频,视频,v.qq.com,1,1793
腾讯视频,在线视频,视频,v.html5.qq.com,1,1794
腾讯视频,在线视频,视频,.video.qq.com,1,1795
腾讯视频,在线视频,视频,like.video.qq.com,1,1796
腾讯视频,在线视频,视频,live.qq.com,1,1797
腾讯视频,在线视频,视频,mobile.video.qq.com,1,1798
腾讯视频,在线视频,视频,pay.video.qq.com,1,1799
腾讯视频,在线视频,视频,rcgi.video.qq.com,1,1800
腾讯视频,在线视频,视频,vg.video.qq.com,1,1801
腾讯视频,在线视频,视频,video.wap.mpush.qq.com,1,1802
腾讯视频,在线视频,视频,vpic.video.qq.com,1,1803
腾讯视频,在线视频,视频,vv.video.qq.com,1,1804
土豆视频,在线视频,视频,.tudou.com,1,1805
土豆视频,在线视频,视频,user.api.3g.tudou.com,1,1806
土豆视频,在线视频,视频,api.3g.tudou.com,1,1807
土豆视频,在线视频,视频,.tudou.com,1,1808
新浪视频,在线视频,视频,video.sina.cn,1,1809
新浪视频,在线视频,视频,video.sina.com.cn,1,1810
CallMe助手,,通讯,ade.wooboo.com.cn,1,2650
CallMe助手,,通讯,static.wooboo.com.cn,1,2651
4G电话,,通讯,auto.guoling.com,1,2652
4G电话,,通讯,agw.3gwldh.com,1,2653
3G省钱电话,,通讯,auto.guoling.com,1,2654
